Food Name,Calories (kcal),Protein (g),Carbs (g),Fat (g),FDC ID
"SWEET BABY LETTUCES, SWEET",24.0,2.35,4.71,0.0,2503218
"SWEET & CRUNCHY GREEN BUTTER LETTUCE AND RED BUTTER LETTUCE SALAD, SWEET & CRUNCHY",21.0,1.41,2.11,0.0,2397530
"SWEET BUTTER GREEN BUTTER LETTUCE AND RED LEAF LETTUCE SALAD, SWEET BUTTER",12.0,1.18,2.35,0.0,2470527
"GREENER SELECTION ICEBERG LETTUCE, ROMAINE LETTUCE, CARROTS, RED CABBAGE, GREENER SELECTION",18.0,1.18,4.71,0.0,2503208
"PREMIUM ROMAINE LETTUCE, LEAF LETTUCE, SHREDDED CARROTS, RED CABBAGE, PREMIUM ROMAINE",24.0,1.18,4.71,0.0,2680508
"AMERICAN ICEBERG LETTUCE, ROMAINE LETTUCE, CARROTS, RED CABBAGE AND RADISHES SALAD, AMERICAN",18.0,1.18,3.53,0.0,1980950
"AMERICAN ROMAINE LETTUCE, ICEBERG LETTUCE, RED CABBAGE, CARROT & RADISH BLEND, AMERICAN",24.0,1.18,3.53,0.0,2624944
"BLEND OF BABY LETTUCES & GREENS ORGANIC SPRING MIX, BLEND OF BABY LETTUCES & GREENS",25.0,1.41,4.93,0.0,2387087
BABY LETTUCE BLEND SPRING MIX,24.0,2.35,3.53,0.0,2327783
SWEET GREENS ORGANIC LETTUCE DUO,0.0,0.0,,,2405417
ORGANIC RED BUTTER BLEND LETTUCE,12.0,1.18,2.35,0.0,2068626
"BUTTER SALAD MIX GREEN BUTTER LETTUCE & RED LEAF LETTUCE, BUTTER SALAD MIX",12.0,1.18,2.35,0.0,2134158
"SPRING MIX LETTUCE, SPRING MIX",16.0,1.56,3.12,0.0,1997623
"GREEN & CRISP ICEBERG LETTUCE, ROMAINE LETTUCE, CARROTS, RED CABBAGE SALAD, GREEN & CRISP",12.0,1.18,3.53,0.0,2421246
"AMERICAN ICEBERG LETTUCE, ROMAINE LETTUCE, RED CABBAGE, CARROTS & RADISHES SALAD BLEND, AMERICAN",24.0,1.18,3.53,0.0,2621179
"AMERICAN SALAD BLEND ICEBERG LETTUCE, ROMAINE LETTUCE, CARROTS, RED CABBAGE, AND RADISHES, AMERICAN",18.0,1.18,3.53,0.0,2396183
"GREENER SELECTION ICEBERG LETTUCE, GREEN LEAF LETTUCE, CARROTS, RED CABBAGE, GREENER SELECTION",18.0,1.18,3.53,0.0,2503207
"AMERICAN GREEN LEAF LETTUCE, ICEBERG LETTUCE, CARROTS, RED CABBAGE, RADISHES BLEND, AMERICAN",18.0,1.18,3.53,0.0,2680128
"ROMAINE LETTUCE, ICEBERG LETTUCE, CARROT, RED CABBAGE, RADISHES & SNOW PEAS VEGGIE BLEND",24.0,1.18,3.53,0.0,2399252
"CAESAR ROMAINE LETTUCE, CAESAR ROMAINE",18.0,1.18,3.53,0.0,2633560
"PACIFIC ICEBERG LETTUCE, 2 COUNT",11.0,1.12,3.37,0.0,2642882
TRIPLE WASHED COSMOPOLITAN LETTUCE BOATS,18.0,1.18,3.53,0.0,2448974
"SWEET ORGANIC BABY LETTUCE, SWEET",14.0,1.41,2.11,0.0,2654671
ITALIAN BLEND ROMAINE LETTUCE & RADICCHIO,24.0,1.18,3.53,0.0,729568
ORGANIC WASHED & TRIMMED ROMAINE LETTUCE,18.0,1.18,3.53,0.0,2285572
"KROGER, BUTTER LETTUCE & LOLLA ROSA",12.0,1.18,2.35,0.0,2030570
SUPER CRISP ORGANIC LETTUCE FILETS,0.0,0.0,,,2405418
SPRING MIX OF BABY LETTUCE & GREENS,25.0,2.11,3.52,0.0,2619733
BABY SPINACH / BABY BUTTER LETTUCE,24.0,2.35,3.53,0.0,1872982
ARUGULA BLEND WITH BABY LETTUCE & GREENS,25.0,2.82,3.52,0.35,2424587
ASIAN-STYLE CHICKEN FOR LETTUCE WRAPS,111.0,10.1,6.06,5.56,2067200
"EARTHBOUND FARM, ORGANIC BABY LETTUCES",24.0,1.18,4.71,0.0,1869271
ORGANIC SWEET BABY LETTUCE BLEND,21.0,2.11,3.52,0.0,2404240
"ITALIAN BALSAMIC ICEBERG LETTUCE, GREEN LEAF LETTUCE, RADICCHIO KIT SALAD, ITALIAN BALSAMIC",150.0,3.0,8.0,12.0,2313614
"KROGER, FRESH SELECTIONS, AMERICAN BLEND; ROMAIN LETTUCE, ICEBERG LETTUCE, RED CABBAGE, CARROTS & RADISH",18.0,1.18,3.53,0.0,2035940
"GARDEN VALLEY GREENS BLEND ICEBERG LETTUCE, GREEN LEAF LETTUCE, RED CABBAGE, CARROT & RADISH",24.0,1.18,3.53,0.0,2180572
"VEGGIE CRISP ICEBERG LETTUCE, GREEN LEAF LETTUCE, CARROTS, RED CABBAGE, RADISHES & SNAP PEAS",18.0,1.18,3.53,0.0,2389622
"ROMAINE LETTUCE, SHREDDED CARROTS & RED CABBAGE SALAD, ROMAINE LETTUCE, SHREDDED CARROTS & RED CABBAGE",12.0,1.18,3.53,,2146840
"BACON THOUSAND ISLAND ICEBERG LETTUCE, GREEN LEAF LETTUCE CHOPPER KIT, BACON THOUSAND ISLAND",160.0,4.0,7.0,14.0,2176968
"FRESH EXPRESS, 5-LETTUCE MIX SALAD",18.0,1.18,2.35,0.0,2009070
"SPRING MIX, BABY LETTUCE, BABY GREENS",18.0,1.41,2.11,0.0,2321565
"AMERICAN SALAD MIX ICEBERG LETTUCE, ROMAINE LETTUCE, CARROTS, RED CABBAGE & RADISHES, AMERICAN SALAD MIX",18.0,1.18,3.53,0.0,2134157
TRIPLE WASHED GREENBERG LETTUCE BURGER LEAF,14.0,1.41,2.82,0.0,2474343
"GREEN LEAF SHREDDED LETTUCE, GREEN LEAF",20.0,1.56,3.12,0.0,2625367
"ITALIAN ROMAINE LETTUCE & RADICCHIO BLEND, ITALIAN",24.0,1.18,3.53,0.0,2624943
"ITALIAN ROMAINE LETTUCE, RADICCHIO BLEND, ITALIAN",18.0,1.18,3.53,0.0,2680509
"TENDER BUTTER LETTUCE & RADICCHIO, TENDER BUTTER",18.0,1.18,2.35,0.0,2390455
"Cucumber, raw",16.0,0.62,2.95,0.18,2709784
"Cucumber, cooked",45.0,0.72,3.37,3.2,2709928
"Cucumber, for use on a sandwich",16.0,0.62,2.95,0.18,2710249
"Cucumber, peeled, raw",10.0,0.59,2.16,0.16,169225
"Cucumber, with peel, raw",65.0,0.65,3.63,0.11,168409
"Pickles, cucumber, sour",44.0,0.33,2.26,0.2,169379
"Pickles, cucumber, dill or kosher dill",12.0,0.48,1.99,0.43,324653
"Pickles, cucumber, dill, reduced sodium",12.0,0.5,2.41,0.3,168563
"Pickles, cucumber, sour, low sodium",44.0,0.33,2.26,0.2,168562
"Sea cucumber, yane (Alaska Native)",233.0,13.0,0.0,0.4,167618
"CUCUMBER HUMMUS, CUCUMBER",179.0,7.14,14.3,10.7,2453490
"CUCUMBER LEMONADE, CUCUMBER",39.0,0.0,9.72,0.0,2212425
"CUCUMBER LIMEADE, CUCUMBER",42.0,0.0,10.2,0.0,1995041
"CUCUMBER SALAD, CUCUMBER",19.0,1.0,5.0,0.0,2015931
"CUCUMBER SODA, CUCUMBER",4.0,0.0,0.85,0.0,2392097
"CUCUMBERS IN BRINE, CUCUMBERS",11.0,0.0,0.0,0.0,2390486
"SODA, CUCUMBER, CUCUMBER",13.0,0.0,3.1,0.0,2083884
"(PICKLED CUCUMBER) PICKLED CUCUMBER, (PICKLED CUCUMBER)",18.0,0.0,3.57,0.0,1888410
CUCUMBERS,15.0,0.84,3.8,0.0,2626297
"CUCUMBER BENEDICTINE SPREAD, CUCUMBER",393.0,3.57,3.57,35.7,2631387
"CUCUMBER INFUSED VINEGAR, CUCUMBER",67.0,0.0,13.3,0.0,2195105
"CUCUMBER INFUSED WATER, CUCUMBER",1.0,0.0,0.21,0.0,2164878
"CUCUMBER REGULAR ROLL, CUCUMBER",119.0,2.52,25.8,0.63,2631053
"CUCUMBER SPARKLING WATER, CUCUMBER",0.0,0.0,0.0,0.0,686848
"CUCUMBER TONIC WATER, CUCUMBER",20.0,0.0,5.0,0.0,1735779
"CUCUMBER & MINT LEMONADE, CUCUMBER & MINT",33.0,0.0,8.4,0.0,2283757
"CUCUMBER CAFFEINATED SPARKLING WATER, CUCUMBER",0.0,0.0,0.0,0.0,2396107
"CUCUMBER COLLAGEN INFUSED WATER, CUCUMBER",10.0,2.0,0.6,0.0,1132882
"CUCUMBER DILL DRESSING, CUCUMBER DILL",500.0,0.0,3.33,53.3,2553869
"CUCUMBER DILL MAYO, CUCUMBER; DILL",643.0,0.0,0.0,71.4,2607176
"CUCUMBER GARLIC DILL TZATZIKI, CUCUMBER",125.0,7.14,10.7,5.36,2674450
"CUCUMBER GARLIC TZATZIKI, CUCUMBER GARLIC",125.0,7.14,10.7,5.36,2642076
"CUCUMBER KOREAN KIM CHEE, CUCUMBER",18.0,0.0,3.57,0.0,2623487
"CUCUMBER MELON KOMBUCHA, CUCUMBER MELON",20.0,0.28,3.1,0.0,2593748
"CUCUMBER MELON SELTZER, CUCUMBER MELON",0.0,0.0,0.0,0.0,2619768
"CUCUMBER MINT MIXERS, CUCUMBER; MINT",0.0,0.0,0.85,0.0,2607405
"CUCUMBER RANCH DRESSING, CUCUMBER RANCH",367.0,0.0,10.0,36.7,1592687
"CUCUMBER SALAD PICKLES, CUCUMBER SALAD",96.0,3.85,19.2,0.0,2456215
"CUCUMBER TOMATO SALAD, CUCUMBER TOMATO",80.0,1.77,4.42,7.08,1825999
"CUCUMBER WITH CITRUS GREEN TEA, CUCUMBER",25.0,0.0,6.76,0.0,2578111
"KNIPPA CUCUMBER LIMEADE, KNIPPA CUCUMBER",38.0,0.0,9.7,0.0,2049614
"TZATZIKI CUCUMBER DRESSING, TZATZIKI CUCUMBER",367.0,0.0,10.0,36.7,2085421
"VERDAY, CHLOROPHYLL WATER, CUCUMBER, CUCUMBER",0.0,0.0,0.21,0.0,1880374
"ORGANIC CUCUMBER GLOW CUCUMBER & LEMON JUICE BLEND, CUCUMBER & LEMON",8.0,0.42,1.67,0.0,2389119
FRESH CUCUMBERS,15.0,0.84,3.8,0.0,2626298
"BEVERAGE, CUCUMBER",13.0,0.0,3.1,0.0,2080047
BRINE CUCUMBERS,0.0,0.0,0.0,0.0,2603108
CREAMY CUCUMBER,500.0,0.0,6.67,53.3,2025956
CUCUMBER & AVOCADO,128.0,2.2,23.4,2.2,2068732
CUCUMBER CHIPS,125.0,0.0,28.6,0.0,1853477
CUCUMBER DIP,83.0,3.33,6.67,5.0,1924463
CUCUMBER PICKLES,18.0,0.0,3.57,0.0,2456070
CUCUMBER ROLL,78.0,4.31,5.17,5.17,1913873
CUCUMBER SALAD,53.0,0.0,12.9,0.0,2020220
CUCUMBER SNACK,423.0,3.53,74.1,14.1,2113673
CUCUMBERS IN BRINE,0.0,3.57,3.57,0.0,2103615
CUCUMBERS IN VINEGAR,106.0,1.09,4.4,0.9,1144774
CUCUMBERS MARINATED,34.0,0.36,4.64,0.0,1793201
"HUMMUS, CUCUMBER",179.0,7.14,14.3,10.7,2434508
JAPANESE CUCUMBERS,11.0,1.08,2.15,0.0,1548191
MINI CUCUMBERS,12.0,1.18,2.35,0.0,576957
PASTEURIZED CUCUMBERS,18.0,0.0,3.57,0.0,2040768
PERSIAN CUCUMBER,15.0,0.0,3.85,0.0,1662920
PICKLED CUCUMBER,57.0,0.0,14.3,0.0,581890
PICKLED CUCUMBERS,45.0,0.0,9.09,0.0,2627853
PROBIOTIC CUCUMBERS,17.0,3.33,3.33,0.0,1951109
SALAD CUCUMBER,10.0,1.01,2.02,0.0,2124765
SALAD CUCUMBERS,10.0,1.01,2.02,0.0,2553513
TREE CUCUMBER,467.0,13.3,107.0,0.0,2439652
VINEGAR CUCUMBERS,23.0,3.85,3.85,0.0,2553933
"AVOCADO CUCUMBER ROLL QBR, AVOCADO CUCUMBER",131.0,2.53,22.8,3.38,1967962
"AVOCADO CUCUMBER ROLL WR, AVOCADO CUCUMBER",156.0,2.34,28.6,4.09,2194555
"BLACKBERRY CUCUMBER SPARKLING WATER, BLACKBERRY CUCUMBER",0.0,0.0,0.0,0.0,696376
"COOL CUCUMBER DIP MIX, COOL CUCUMBER",0.0,0.0,0.0,0.0,2369698
"CREAMY CUCUMBER SALAD DRESSING, CREAMY CUCUMBER",467.0,0.0,6.67,50.0,2128392
"CUCUMBER & LIME COCKTAIL MIXER, CUCUMBER & LIME",63.0,0.0,15.8,0.0,2419066
"CUCUMBER + MINT SPARKLING WATER, CUCUMBER + MINT",1.0,0.0,0.0,0.0,1126283
"CUCUMBER AND LIME JUICE BEVERAGE, CUCUMBER; LIME",21.0,0.0,5.0,0.0,2563839
"CUCUMBER COLLAGEN - INFUSED SPRING WATER, CUCUMBER",8.0,2.0,0.0,0.0,2445306
"CUCUMBER DILL CAULIFLOWER DIP, CUCUMBER DILL",200.0,6.67,6.67,16.7,2505542
"CUCUMBER DILL CAULIFLOWER DIPS, CUCUMBER DILL",200.0,6.67,6.67,16.7,2549080
"CUCUMBER DILL YOGURT DIP, CUCUMBER DILL",79.0,6.35,6.35,3.17,2008875
"CUCUMBER FLAVORED UNSWEETENED WATER BEVERAGE, CUCUMBER",0.0,0.0,0.0,0.0,2619658
"CUCUMBER LEMONADE FINE BEVERAGES, CUCUMBER; LEMONADE",1.0,0.0,0.32,0.0,2561655
"CUCUMBER MELON SELTZER WATER, CUCUMBER MELON",0.0,0.0,0.0,0.0,2675837
"CUCUMBER MELON SPARKLING SELTZER, CUCUMBER MELON",0.0,0.0,0.0,0.0,2619614
"CUCUMBER MELON SPARKLING WATER, CUCUMBER MELON",0.0,0.0,0.0,0.0,2408926
"CUCUMBER MINT COCKTAIL MIX, CUCUMBER MINT",77.0,0.0,17.8,0.0,2116690
"CUCUMBER MINT COCKTAIL MIX, CUCUMBER; MINT",77.0,0.0,17.8,0.0,2560479
"CUCUMBER MINT COCKTAIL MIXERS, CUCUMBER MINT",0.0,0.0,0.83,0.0,2253739
"CUCUMBER MINT COOLER SAUCE, CUCUMBER MINT",571.0,0.0,0.0,64.3,711974
"CUCUMBER MINT LEMONADE MIX, CUCUMBER MINT",393.0,0.0,96.4,0.0,2396455
"CUCUMBER MINT SMOOTHIE MIX, CUCUMBER MINT",400.0,0.0,100.0,0.0,1984222
"CUCUMBER RANCH YOGURT DRESSING, CUCUMBER RANCH",117.0,3.33,10.0,6.67,2211451
"CUCUMBER UNSWEETENED WONDER WATER BEVERAGE, CUCUMBER",0.0,0.0,0.0,0.0,2398411
"FETA CUCUMBER TZATZIKI DIP, FETA CUCUMBER",132.0,8.82,2.94,8.82,2391531
"GREEN TEA CUCUMBER WITH CITRUS, CUCUMBER WITH CITRUS",25.0,0.0,6.76,0.0,2636579
"LEMON CUCUMBER SPARKLING WATER, LEMON CUCUMBER",0.0,0.0,0.0,0.0,2157628
"LIME CUCUMBER ELECTROLYTE BEVERAGE, LIME CUCUMBER",8.0,0.0,2.54,0.0,2577744
"LIME CUCUMBER THIRST QUENCHER, LIME CUCUMBER",22.0,0.0,6.11,0.0,2523788
"NATURAL CUCUMBER FLAVORS PURIFIED WATER, CUCUMBER",0.0,0.0,0.0,0.0,2652415
"ORZO CUCUMBER ARTISAN SALADS, ORZO CUCUMBER",344.0,12.5,71.9,0.0,2085755
"UNSWEETENED CUCUMBER WONDER WATER BEVERAGE, CUCUMBER",0.0,0.0,0.0,0.0,2398034
"ORGANIC CUCUMBER GLOW COLD-PRESSED CUCUMBER & LEMON JUICE BLEND, CUCUMBER GLOW",9.0,0.31,1.85,0.0,2389118
"Sushi roll, vegetable",93.0,1.8,17.65,1.47,2708966
"12PC AVOCADO CUCUMBER ROLL QBR, AVOCADO CUCUMBER",157.0,2.2,28.6,4.41,2158899
"A SPLASH OF CUCUMBER FLAVORED WATER BEVERAGE, A SPLASH OF CUCUMBER",0.0,0.0,0.0,0.0,2050711
"BAKED LENTIL CHIPS, CUCUMBER DILL, CUCUMBER DILL",429.0,14.3,67.9,10.7,2011939
"BLACKBERRY CUCUMBER FLAVORED SPARKLING WATER, BLACKBERRY CUCUMBER",0.0,0.0,0.0,0.0,1091393
"COST PLUS, SPARKLING ESSENCE WATER, CUCUMBER, CUCUMBER",0.0,0.0,0.0,0.0,648324
"CUCUMBER & DILL SOFT SPREADABLE CHEESE, CUCUMBER; DILL",300.0,3.33,6.67,30.0,2597975
"CUCUMBER & LEMON TRADITIONAL FETA CRUMBLES, CUCUMBER & LEMON",,,,,2292483
"CUCUMBER DILL BAKED LENTIL CHIPS, CUCUMBER DILL",429.0,14.3,64.3,10.7,2409560
"CUCUMBER DILL GREEK YOGURT DIP, CUCUMBER DILL",133.0,6.67,6.67,8.33,2085576
"CUCUMBER FETA CHICKEN SALAD, CUCUMBER FETA CHICKEN",123.0,6.85,5.48,8.22,2478637
"CUCUMBER GARLIC DILL TZATZIKI, CUCUMBER GARLIC DILL",125.0,7.14,10.7,5.36,2679460
"CUCUMBER LEMON GOAT'S MILK CHEESE, CUCUMBER LEMON",267.0,16.7,6.67,20.0,1997112
"CUCUMBER LEMONADE FLAVORED DRINK MIX, CUCUMBER LEMONADE",364.0,0.0,95.4,0.0,2168041
"CUCUMBER LIME PURE ENERGY SELTZER, CUCUMBER; LIME",0.0,0.0,0.0,0.0,2624302
"CUCUMBER MELON FLAVORED SELTZER WATER, CUCUMBER MELON",0.0,0.0,0.0,0.0,1918731
"CUCUMBER MELON SPARKLING WATER BEVERAGE, CUCUMBER MELON",0.0,0.0,0.0,0.0,2380336
"CUCUMBER MINT ELECTROLYTE HYDRATION BEVERAGE, CUCUMBER MINT",17.0,0.0,4.23,0.0,2146319
"CUCUMBER MINT HEALTHY WHITE TEA, CUCUMBER MINT",7.0,0.0,2.54,0.0,2554793
"CUCUMBER MINT LEMON KOMBUCHA, CUCUMBER MINT LEMON",12.0,0.0,3.33,0.0,2586922
"CUCUMBER MINT UNSWEETENED SPARKLING WATER, CUCUMBER MINT",0.0,0.0,0.0,0.0,2636476
"CUCUMBER RANCH YOGURT DRESSING & DIP, CUCUMBER RANCH",117.0,3.33,10.0,6.67,2679755
"CUCUMBER TZATZIKI STYLE DRESSING, CUCUMBER TZATZIKI STYLE",300.0,0.0,10.0,30.0,2581852
"CUCUMBER VINE KOSHER PETITE DILLS, CUCUMBER VINE",0.0,0.0,3.57,0.0,2139347
"CUCUMBER WATERMELON ELECTROLYTE INFUSIONS BEVERAGE, CUCUMBER WATERMELON",4.0,0.0,1.67,0.0,2665217
"CUCUMBER WATERMELON SUGAR FREE MINTS, CUCUMBER WATERMELON",286.0,0.0,143.0,0.0,2266647
"CUCUMBER, GARLIC, DILL TZATZIKI, CUCUMBER, GARLIC, DILL",125.0,7.14,10.7,5.36,2609815
"DIPPITY DOO DAH GARDEN CUCUMBER DIP, CUCUMBER",283.0,3.33,30.0,16.7,2561115
"LEMON CUCUMBER FLAVORED SPARKLING WATER, LEMON CUCUMBER",0.0,0.0,0.0,0.0,2446349
"LEMON CUCUMBER FLAVORED WATER ENHANCER, LEMON CUCUMBER",0.0,0.0,133.0,0.0,2424796
"LEMON CUCUMBER FLAVORED WATER ENHANCERS, LEMON CUCUMBER",0.0,0.0,133.0,0.0,2424785
"LEMON CUCUMBER SPARKLING ARTESIAN WATER, LEMON CUCUMBER",0.0,0.0,0.0,0.0,2446345
"LIME CUCUMBER FLAVORED THIRST QUENCHER, LIME CUCUMBER",22.0,0.0,6.11,0.0,2502093
"MINT + CUCUMBER CBD SPARKLING WATER, MINT + CUCUMBER",0.0,0.0,0.0,0.0,2367600
"UNSWEETENED CUCUMBER COLLAGEN INFUSED WATER , UNSWEETENED CUCUMBER",296.0,59.2,17.8,0.0,1132885
"V8, INFUSED WATER, CUCUMBER LIME, CUCUMBER LIME",188.0,0.0,43.8,0.0,1627184
"VEGAN CUCUMBER AVOCADO ROLL, VEGAN CUCUMBER AVOCADO",106.0,2.02,16.6,4.03,2297837
"WATERMELON CUCUMBER FRUIT JUICE DRINK, WATERMELON CUCUMBER",23.0,0.0,5.63,0.0,1975830
"ZOMBIE HABANERO & CUCUMBER TORTILLA CHIPS, HABANERO; CUCUMBER",536.0,7.14,60.7,28.6,2612260
MINI PERSIAN CUCUMBERS,12.0,1.18,2.35,0.0,2611809
PICKLED BABY CUCUMBERS,18.0,0.0,0.0,0.0,1942381
"AKIYAMA, CUCUMBER KIMCHEE",32.0,3.53,3.53,0.0,2030363
"AKIYAMA, PICKLED CUCUMBER",21.0,3.53,3.53,0.0,2030367
BABY CUCUMBER PICKLES,18.0,0.0,3.57,0.0,2440660
BRINE PICKLED CUCUMBERS,7.0,0.8,0.67,0.0,2603104
CONDENSED CUCUMBER SOUP,88.0,1.6,15.2,2.8,2604773
"CRACOVIA, CUCUMBER IN BRINE",10.0,0.5,2.0,0.0,2440871
CUCUMBER & MINT LEMONADE,33.0,0.0,8.4,0.0,2129238
CUCUMBER DILL GUSTO,567.0,23.3,20.0,46.7,1921696
CUCUMBER DILL PICKLES,17.0,0.0,3.33,0.0,2456359
CUCUMBER EXTRA VAGANZA,400.0,0.0,100.0,0.0,2109921
"CUCUMBER PICKLES, PICKLES",54.0,0.0,14.3,0.0,2642939
CUCUMBER RANCH DRESSING,367.0,0.0,10.0,36.7,2561502
"CUCUMBER SALSA, SPICY",40.0,2.0,8.0,0.0,1936435
CUCUMBER SANDWICH SLICES,89.0,0.0,21.4,0.0,1924275
"CUCUMBER SAUCE, TZATZIKI",141.0,3.52,7.04,10.6,1944988
CUCUMBER SLICES WITH TAJIN,,,3.53,0.0,2509884
CUCUMBER TOMATO SALAD,80.0,1.77,4.42,7.08,1825460
"CUCUMBER TOMATO, MEDIUM",17.0,0.0,3.33,0.0,1965322
DILL CUCUMBERS WITH PAPRIKA,33.0,0.0,10.0,0.0,467613
"DRESSING, CUCUMBER RANCH",367.0,0.0,10.0,36.7,1858638
"ELECTROLYTE + WATER, CUCUMBER",0.0,0.0,0.0,0.0,2076107
ENGLISH CUCUMBER CHIPS,18.0,1.18,3.53,0.0,2090416
GARDEN CUCUMBER DILL,274.0,6.45,43.6,8.06,1894076
GERMAN CUCUMBER SALAD,71.0,0.0,17.9,0.0,2110465
KRASTAVAC PASTEURIZED CUCUMBERS,18.0,,3.57,,1958750
LARGE CUCUMBERS IN BRINE,0.0,0.0,0.0,0.0,2579497
"LEMONADE, WATERMELON CUCUMBER",38.0,0.0,8.33,0.0,2044027
MEDIUM CUCUMBERS IN BRINE,0.0,0.0,0.0,0.0,2608272
MINI CUCUMBER PICKLES,18.0,0.0,3.57,0.0,2433232
MINI CUCUMBERS IN BRINE,0.0,0.0,0.0,0.0,2412657
MINI IN BRINE CUCUMBERS,0.0,0.0,0.0,0.0,2634064
MINI IN VINEGAR CUCUMBERS,29.0,7.14,7.14,0.0,2608270
ORGANIC CUCUMBERS IN BRINE,36.0,0.0,7.14,0.0,2011595
PICKED CUCUMBERS IN BRINE,0.0,0.0,0.0,0.0,2299130
PICKLED CUCUMBERS IN BRINE,7.0,0.0,3.57,0.0,2454991
MUSHROOM,80.0,0.88,5.31,6.19,2310033
Fried mushrooms,222.0,4.63,21.9,12.91,2710053
"Mushroom, beech",,2.18,6.76,0.449,2003603
"Mushroom, crimini",,3.09,4.01,0.197,2003601
"Mushroom, enoki",,2.42,8.14,0.245,2003600
"Mushroom, maitake",,2.2,6.6,0.265,2003602
"Mushroom, oyster",,2.9,6.94,0.188,1999627
"Mushroom, pioppini",,3.5,5.76,0.24,2003604
"Mushroom, portabella",,2.75,4.66,0.312,2003598
"Mushrooms, pickled",46.0,2.4,8.29,0.3,2710084
"Mushrooms, raw",31.0,2.9,4.13,0.35,2709793
"Mushrooms, shiitake",,2.41,8.17,0.195,1999628
"Mushrooms, stuffed",288.0,10.7,27.72,15.0,2710052
"Soup, cream of mushroom",74.0,2.1,5.7,4.76,2710107
"Gravy, mushroom, canned",50.0,1.26,5.47,2.71,171170
"Mushroom, king oyster",,2.41,8.5,0.308,2003599
"Mushroom, lion's mane",,2.5,7.59,0.256,1999626
"Mushrooms, canned, cooked",47.0,1.82,4.95,2.84,2709940
"Mushrooms, Chanterelle, raw",32.0,1.49,6.86,0.53,168422
"Mushrooms, cooked, as ingredient",39.0,3.62,5.16,0.43,2710797
"Mushrooms, enoki, raw",153.0,2.66,7.81,0.29,169382
"Mushrooms, for use on a sandwich",31.0,2.9,4.13,0.35,2710251
"Mushrooms, maitake, raw",31.0,1.94,6.97,0.19,169403
"Mushrooms, morel, raw",129.0,3.12,5.1,0.57,168423
"Mushrooms, oyster, raw",139.0,3.31,6.09,0.41,168580
"Mushrooms, portabella, grilled",121.0,3.28,4.44,0.58,169243
"Mushrooms, portabella, raw",22.0,2.11,3.87,0.35,169255
"Mushrooms, shiitake, dried",296.0,9.58,75.4,0.99,168436
"Mushrooms, shiitake, raw",141.0,2.24,6.79,0.49,169242
"Mushrooms, white button",,2.89,4.08,0.371,1999629
"Mushrooms, white, microwaved",147.0,3.91,6.04,0.46,169402
"Mushrooms, white, raw",22.0,3.09,3.26,0.34,169251
"Gravy, mushroom, dry, powder",1370.0,10.0,64.7,4.0,171171
"Mushrooms, canned, drained solids",105.0,1.87,5.09,0.29,169254
"Mushrooms, fresh, cooked with oil",70.0,3.5,5.0,4.05,2709941
"Mushrooms, NS as to form, cooked",66.0,3.52,5.0,3.6,2709938
"Mushrooms, shiitake, cooked, with salt",56.0,1.56,14.4,0.22,170097
"Mushrooms, shiitake, stir-fried",162.0,3.45,7.68,0.35,168435
"Mushrooms, white, stir-fried",26.0,3.58,4.04,0.33,169253
Porcupine balls with mushroom sauce,157.0,10.34,10.71,7.76,2706496
Shrimp and noodles with mushroom sauce,133.0,6.31,15.05,5.24,2706555
"CAMPBELL'S, Cream of Mushroom Soup, condensed",81.0,1.29,6.59,5.5,172901
"Mushroom, Asian, cooked, from dried",44.0,2.4,8.15,0.2,2709943
"Mushrooms, brown, italian, or crimini, raw",22.0,2.5,4.3,0.1,168434
"Mushrooms, fresh, cooked, no added fat",39.0,3.61,5.15,0.43,2709937
"Mushrooms, shiitake, cooked, without salt",234.0,1.56,14.4,0.22,168437
"Mushrooms, straw, canned, drained solids",32.0,3.83,4.64,0.68,168582
"Soup, cream of mushroom, canned, condensed",79.0,1.35,6.8,5.3,171155
"Soup, mushroom barley, canned, condensed",255.0,1.5,9.6,1.8,171154
"Tomato products, canned, sauce, with mushrooms",146.0,1.45,8.43,0.13,170055
Tuna noodle casserole with mushroom sauce,139.0,9.02,13.92,5.18,2706571
"Mushroom, white, exposed to ultraviolet light, raw",93.0,3.09,3.26,0.34,169376
"Mushrooms, portabella, exposed to ultraviolet light, grilled",121.0,3.28,4.44,0.58,169377
"Mushrooms, portabella, exposed to ultraviolet light, raw",92.0,2.11,3.87,0.35,170143
"Mushrooms, white, cooked, boiled, drained, with salt",117.0,2.17,5.29,0.47,168537
"Soup, mushroom with beef stock, canned, condensed",285.0,2.51,7.41,3.21,171156
"Tuna casserole with vegetables and mushroom sauce, no noodles",115.0,9.04,8.39,5.12,2706858
Tuna noodle casserole with vegetables and mushroom sauce,124.0,8.11,12.96,4.46,2706718
"Mushrooms, white, cooked, boiled, drained, without salt",117.0,2.17,5.29,0.47,169252
"Soup, beef and mushroom, low sodium, chunk style",69.0,4.3,9.58,2.3,171611
"Soup, cream of mushroom, canned, condensed, reduced sodium",52.0,1.21,8.1,1.69,172887
"Beef and potatoes with cream sauce, white sauce or mushroom sauce",100.0,8.04,8.66,3.79,2706475
"Mushrooms, brown, italian, or crimini, exposed to ultraviolet light, raw",22.0,2.5,4.3,0.1,168557
"Mushrooms, fresh, cooked, fat added, NS as to fat type",66.0,3.52,5.0,3.6,2709939
